,Number_Tra,num_pole,num_bus,num_subway,num_Encross,num_tree,pop,Vol,NonPed_D,TrafDir_A,TrafDir_T,RW_TYPE_10,RW_TYPE_3,RW_TYPE_4,RW_TYPE_6,RW_TYPE_7,RW_TYPE_8,RW_TYPE_9,BikeLane_1,BikeLane_11,BikeLane_2,BikeLane_3,BikeLane_4,num_ecollisions_B,num_pedS
3490,4,0,0,0,0,0,53094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,1,0,0,0,0,5,23673,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3492,1,0,0,0,0,0,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,1,0,0,0,0,1,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3494,1,0,0,0,0,0,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,1,0,0,0,0,1,23673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,3,0,0,0,0,1,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,3,0,0,0,0,2,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,3,1,0,0,0,4,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3503,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3504,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3505,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,3,0,0,0,0,2,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3510,3,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,3,0,0,0,0,1,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,2,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,2,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,2,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3516,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,2,0,0,0,0,4,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3520,2,0,0,0,0,4,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,2,0,0,0,0,1,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,2,0,0,0,0,4,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3524,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3525,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,2,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,2,0,0,0,0,7,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3532,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3533,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3534,1,0,0,0,0,1,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3535,1,0,0,0,0,1,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3536,1,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3537,1,0,0,0,0,1,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,2,0,0,0,0,0,62810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,2,0,0,0,0,1,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,2,0,0,0,0,1,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,1,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3542,1,0,0,0,0,1,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3543,1,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3544,2,0,0,0,0,0,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3545,2,0,0,0,0,0,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3546,2,0,0,0,0,0,51064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3547,2,0,0,0,0,0,62810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,2,0,0,0,0,8,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3549,2,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,2,0,0,0,0,1,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,2,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,2,0,0,0,0,1,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,2,0,0,0,0,2,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,2,0,0,0,0,4,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,2,0,0,0,0,0,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,1,0,0,0,0,0,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,1,0,0,0,0,4,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,1,0,0,0,0,1,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,1,1,0,0,0,5,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,1,0,0,0,0,7,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,1,0,0,0,0,1,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,1,0,0,0,0,3,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,1,0,0,0,0,14,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,1,0,0,0,0,1,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,1,0,0,0,0,4,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,1,0,0,0,0,2,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,1,0,0,0,0,4,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,1,0,0,0,0,3,51064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,1,0,0,0,0,1,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3570,1,0,0,0,0,2,51064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3571,1,0,0,0,0,4,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,1,0,0,0,0,5,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3573,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,1,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,1,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,1,0,0,0,0,5,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,1,0,0,0,0,3,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,1,0,0,0,0,8,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3586,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3587,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,1,0,0,0,0,6,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3592,1,0,0,0,0,3,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3597,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3599,1,0,0,0,0,5,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,1,0,0,0,0,4,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,1,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,1,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,1,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,1,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3618,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3619,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,1,0,0,0,0,0,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,1,0,0,0,0,2,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3623,1,0,0,0,0,6,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,1,0,0,0,0,3,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,1,0,0,0,0,0,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,1,0,0,0,0,1,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,1,0,0,0,0,2,86117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,1,0,0,0,0,1,86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,5,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,5,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,1,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3657,1,0,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,2,0,0,0,0,1,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,1,0,0,0,0,5,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,1,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,1,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,1,0,0,0,0,1,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,1,0,0,0,0,8,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,1,0,0,0,0,1,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,1,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3679,1,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3680,1,1,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3681,1,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3682,1,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3683,1,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3684,1,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3685,1,0,0,0,0,4,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3686,1,0,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3687,1,0,0,0,0,4,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3688,1,0,0,0,0,3,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3689,1,0,0,0,0,5,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3690,1,0,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3691,1,0,0,0,0,1,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,1,0,0,0,0,3,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,1,0,0,0,0,1,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,1,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,3,0,0,0,0,3,59869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,3,0,0,0,0,0,59869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,3,0,0,0,0,1,59869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,5,0,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,5,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3707,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,1,0,0,0,0,4,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,1,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,1,0,0,0,0,9,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,2,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,2,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,2,0,0,0,0,3,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,2,0,0,0,0,2,59869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,4,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3724,4,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3725,4,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3726,4,0,0,0,0,0,59869,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3727,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,2,1,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,2,0,0,0,0,2,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,2,0,0,0,0,1,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,5,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,2,0,0,0,0,0,59869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
